"Name_game","Publisher","Genre","Year_release","Score"
"The Getaway","Sony Computer Entertainment","Action",2003,7.7
"The Hobbit","Sierra Entertainment","Adventure",2003,5
"The Hobbit","Sierra Entertainment","Role-Playing",2003,6.5
"The Incredible Hulk","Universal Interactive","Platform",2003,6
"The King of Fighters EX2: Howling Blood","Atlus","Fighting",2003,7.9
"The Legend of Zelda Collector's Edition","Nintendo","Adventure",2003,10
"The Legend of Zelda: Ocarina of Time / Master Quest","Nintendo","Adventure",2003,9
"The Legend of Zelda: The Wind Waker","Nintendo","Adventure",2003,9.6
"The Lord of the Rings: The Return of the King","Electronic Arts","Action",2003,8.8
"The Lord of the Rings: The Return of the King","Electronic Arts","Role-Playing",2003,7.4
"The Simpsons: Hit & Run","VU Games","Racing",2003,8.2
"The Sims: Bustin' Out","Electronic Arts","Simulation",2003,7.9
"Tiger Woods PGA Tour 2004","EA Sports","Sports",2003,6.8
"Tom Clancy's Rainbow Six 3","Ubisoft","Shooter",2003,6.5
"Tom Clancy's Splinter Cell: Team Stealth Action","Gameloft","Action",2003,7.5
"Tony Hawk's Pro Skater","Nokia","Sports",2003,7.2
"Tony Hawk's Underground","Activision","Sports",2003,9
"Trainz Railroad Simulator 2004","Unknown","Simulation",2003,7
"Tropico 2: Pirate Cove","Gathering of Developers","Simulation",2003,8.3
"True Crime: Streets of LA","Activision","Action",2003,8.1
"Tube Slider","NEC Interchannel","Racing",2003,5.9
"Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation","Bandai","Fighting",2003,8
"Unlimited Saga","Square Enix","Role-Playing",2003,4.9
"Vexx","Acclaim Entertainment","Platform",2003,6.8
"Viewtiful Joe","Capcom","Action",2003,9.4
"Virtua Fighter 4: Evolution","Sega","Fighting",2003,8.9
"Wallace & Gromit in Project Zoo","BAM! Entertainment","Platform",2003,6.6
"Warcraft III: The Frozen Throne","Blizzard Entertainment","Strategy",2003,9.2
"Wario World","Nintendo","Platform",2003,7.5
"WWE Wrestlemania XIX","THQ","Fighting",2003,7.8
"X2: Wolverine's Revenge","Activision","Action",2003,6
"X2: Wolverine's Revenge","Activision","Platform",2003,7.7
"Xenosaga Episode I: Der Wille zur Macht","Namco","Role-Playing",2003,8.7
"XGRA: Extreme G Racing Association","Acclaim Entertainment","Racing",2003,7.4
"Yohoho! Puzzle Pirates","Ubisoft","Puzzle",2003,8.3
"Yu-Gi-Oh! The Duelists of the Roses","Konami","Action",2003,7
"Yu-Gi-Oh! The Falsebound Kingdom","Konami","Strategy",2003,4.4
"Zone of the Enders: The 2nd Runner","Konami","Simulation",2003,8.6
"Zoo Tycoon: Complete Collection","Microsoft Game Studios","Strategy",2003,6
"(c-12) Final Resistance","Sony Computer Entertainment","Shooter",2002,6.5
"2002 FIFA World Cup","EA Sports","Sports",2002,7.9
"4X4 EVO 2","VU Games","Racing",2002,5.1
"Activision Anthology","Activision","Misc",2002,8
"Aero The Acro-Bat","Metro 3D","Platform",2002,7.2
"Age of Mythology","Microsoft Game Studios","Strategy",2002,8.8
"Aggressive Inline","Acclaim Entertainment","Sports",2002,9
"AirForce Delta Storm","Konami","Shooter",2002,7.5
"All-Star Baseball 2003","Acclaim Entertainment","Sports",2002,8.7
"Altered Beast: Guardian of the Realms","THQ","Action",2002,6.5
"Army Men: RTS","3DO","Strategy",2002,6.1
"Atari Anniversary Advance","Atari","Misc",2002,7.7
"ATV Offroad Fury 2","Sony Computer Entertainment","Racing",2002,8.7
"Baldur's Gate: Dark Alliance","Interplay","Role-Playing",2002,7.7
"Ballistic: Ecks vs. Sever","BAM! Entertainment","Shooter",2002,7.3
"Barbie Groovy Games","Universal Interactive","Misc",2002,3
"Baseball Advance","THQ","Sports",2002,8.3
"BattleBots: Beyond the BattleBox","Majesco","Action",2002,5.8
"Battlefield 1942","Electronic Arts","Shooter",2002,9
"Beach Spikers: Virtua Beach Volleyball","Sega","Sports",2002,7.1
"Big Biz Tycoon","Activision","Strategy",2002,5.8
"Blender Bros.","Atari","Platform",2002,7.4
"Blinx: The Time Sweeper","Microsoft Game Studios","Platform",2002,6.8
"BloodRayne","Majesco","Shooter",2002,7.9
"Bloody Roar: Primal Fury","Activision","Fighting",2002,7.9
"Bomberman Generation","Majesco","Adventure",2002,8.4
"Bomberman Max 2: Blue Advance","Majesco","Puzzle",2002,7.3
"Bomberman Max 2: Red Advance","Majesco","Puzzle",2002,7.5
"Boulder Dash EX","Kemco","Puzzle",2002,7.7
"Britney's Dance Beat","THQ","Misc",2002,6.3
"Broken Sword: The Shadow of the Templars","BAM! Entertainment","Adventure",2002,8.1
"Butt Ugly Martians: B.K.M. Battles","Knowledge Adventure","Action",2002,6
"Capcom vs. SNK Pro","Capcom","Fighting",2002,7.7
"Car Battler Joe","Mindscape","Role-Playing",2002,7.9
"Car Tycoon","Fishtank Interactive","Strategy",2002,5.4
"Castlevania: Harmony of Dissonance","Konami","Platform",2002,8.6
"Cel Damage Overdrive","Electronic Arts","Racing",2002,5.3
"Championship Manager Season 01/02","Eidos Interactive","Sports",2002,9.1
"Chessmaster","Ubisoft","Misc",2002,7.5
"Columns Crown","THQ","Puzzle",2002,7.3
"Command & Conquer: Renegade","Electronic Arts","Shooter",2002,5
"Conflict: Desert Storm","Gotham Games","Shooter",2002,6.3
"Contra Advance: The Alien Wars EX","Konami","Shooter",2002,6.7
"Contra: Shattered Soldier","Konami","Shooter",2002,7.3
"Crash Bandicoot: The Huge Adventure","Vivendi Games","Platform",2002,8.3
"Crazy Taxi","Activision","Racing",2002,5
"Cubivore: Survival of the Fittest","Atlus","Adventure",2002,7.1
"Dark Arena","Majesco","Shooter",2002,6.8
"Dave Mirra Freestyle BMX 3","Acclaim Entertainment","Sports",2002,8
"David Beckham Soccer","Majesco","Sports",2002,3.1
"Davis Cup Tennis","Ubisoft","Sports",2002,6.4
"Dead to Rights","Namco","Shooter",2002,3.6
"Defender","Midway Games","Shooter",2002,3.5
"Defender of the Crown","Metro 3D","Strategy",2002,6.8
"Desert Strike Advance","Electronic Arts","Simulation",2002,6.8
"Deus Ex: The Conspiracy","Eidos Interactive","Action",2002,8
"Digimon World 3","Bandai","Role-Playing",2002,4
"Dinotopia: The Timestone Pirates","TDK Core","Action",2002,6.1
"Disney Sports Basketball","Konami","Sports",2002,6.7
"Disney Sports Football","Konami","Sports",2002,6.2
"Disney Sports Skateboarding","Konami","Sports",2002,3.6
"Disney Sports Soccer","Konami","Sports",2002,7.3
"Disney's Kim Possible: Revenge of Monkey Fist","Disney Interactive Studios","Platform",2002,5
"Disney's Lilo & Stitch","Disney Interactive Studios","Action",2002,8
"Disney's Magical Mirror Starring Mickey Mouse","Nintendo","Adventure",2002,4
"Disney's Magical Quest Starring Mickey and Minnie","Nintendo","Action",2002,6.1
"Disney's Peter Pan: Return to Never Land","Disney Interactive Studios","Platform",2002,4
"Disney's PK: Out of the Shadows","Ubisoft","Platform",2002,4
"Disney's Tarzan: Return to the Jungle","Activision","Action",2002,6.9
"Disney's Treasure Planet","Disney Interactive Studios","Action",2002,6.3
"Doom II","Activision","Shooter",2002,8.1
"Doshin the Giant","Nintendo","Simulation",2002,6.8
"Downforce","Titus","Racing",2002,7.9
"Dr. Muto","Midway Games","Platform",2002,7.5
"Dragon Ball Z: Budokai","Atari","Fighting",2002,6.8
"Dragon Ball Z: Collectible Card Game","Infogrames","Misc",2002,6
"Dragon Ball Z: The Legacy of Goku","Infogrames","Role-Playing",2002,6.5
"Driver 2 Advance","Atari","Action",2002,6.8
"Dual Blades","Metro 3D","Fighting",2002,6
"Dual Hearts","Atlus","Role-Playing",2002,7.5
"Duke Nukem Advance","Take-Two Interactive","Shooter",2002,8.5
"Dungeons & Dragons: Eye of the Beholder","Atari","Role-Playing",2002,4.8
"Earthworm Jim 2","Majesco","Platform",2002,4.7
"Ecco the Dolphin: Defender of the Future","Acclaim Entertainment","Adventure",2002,7.8
"Ed, Edd n Eddy: Jawbreakers!","BAM! Entertainment","Adventure",2002,5
"Egg Mania","Kemco","Puzzle",2002,7.3
"Empire Earth: The Art of Conquest","Sierra Entertainment","Strategy",2002,7.3
"Eternal Darkness: Sanity's Requiem","Nintendo","Adventure",2002,9.3
"Evolution Skateboarding","Konami","Sports",2002,4.8
"Evolution Worlds","Ubisoft","Role-Playing",2002,6.5
"Extreme Ghostbusters","DreamCatcher Interactive","Platform",2002,7.1
"F1 2002","EA Sports","Racing",2002,7
"Fatal Frame","Tecmo","Action",2002,7.9
"FIFA Soccer 2003","EA Sports","Sports",2002,6.9
"Fila Decathlon","THQ","Sports",2002,6.8
"Fire ProWrestling 2","BAM! Entertainment","Fighting",2002,7.8
"Freedom Force","Crave Entertainment","Role-Playing",2002,9.1
"Frogger Advance: The Great Quest","Konami","Action",2002,5.5
"Frogger's Adventures 2: The Lost Wand","Konami","Adventure",2002,8
"Galidor: Defenders of the Outer Dimension","Electronic Arts","Action",2002,5.9
"Game & Watch Gallery 4","Nintendo","Misc",2002,6.4
"Go! Go! Beckham! Adventure on Soccer Island","Rage Software","Platform",2002,7.5
"Godzilla: Destroy All Monsters Melee","Atari","Fighting",2002,7.5
"Godzilla: Domination!","Atari","Fighting",2002,4.7
"Golf Resort Tycoon II","Activision","Strategy",2002,6.8
"Grand Theft Auto: Vice City","Rockstar Games","Action",2002,9.6
"Grandia Xtreme","Enix","Role-Playing",2002,6.7
"GT Advance 2: Rally Racing","THQ","Racing",2002,7.6
"GT Advance 3: Pro Concept Racing","THQ","Racing",2002,7.7
"Guilty Gear X: Advance Edition","Sammy Corporation","Fighting",2002,7.3
"Gunvalkyrie","Sega","Shooter",2002,6.1
"Hardcore Pinball","Telegames","Misc",2002,7.3
"Harry Potter and the Chamber of Secrets","Electronic Arts","Adventure",2002,7.2
"He-Man: Power of Grayskull","TDK Mediactive","Action",2002,4.7
"Hearts of Iron","Strategy First","Strategy",2002,7.8
"Hey Arnold! The Movie","THQ","Platform",2002,5.5
"High Heat Major League Baseball 2003","3DO","Sports",2002,6
"Hitman 2: Silent Assassin","Eidos Interactive","Action",2002,8.3
"Hot Wheels Velocity X","THQ","Racing",2002,5.2
"Hunter: The Reckoning","Interplay","Action",2002,7.8
"Ice Age","Ubisoft","Action",2002,4.2
"Ikaruga","ESP","Shooter",2002,8.3
"Impossible Creatures","Microsoft Game Studios","Strategy",2002,8
"James Bond 007: Nightfire","Electronic Arts","Shooter",2002,8.1
"Justice League: Injustice for All","Midway Games","Platform",2002,5.6
"Kelly Slater's Pro Surfer","Activision","Sports",2002,8
"Kingdom Hearts","Square EA","Role-Playing",2002,8.5
"Kirby: Nightmare in Dream Land","Nintendo","Platform",2002,8.1
"Konami Collector's Series: Arcade Advanced","Konami","Misc",2002,8
"Kong: The Animated Series","BAM! Entertainment","Action",2002,5
"Lost Kingdoms","Activision","Role-Playing",2002,7.3
"Lunar Legend","Ubisoft","Role-Playing",2002,7.7
"Madden NFL 2003","EA Sports","Sports",2002,9.4
"Mafia","Gathering of Developers","Action",2002,9.2
"Mall Tycoon","Take-Two Interactive","Strategy",2002,4.7
"Mario Party 4","Nintendo","Misc",2002,7
"Mat Hoffman's Pro BMX 2","Activision","Sports",2002,8.1
"Maximo: Ghosts to Glory","Capcom","Platform",2002,8.7
"Mech Platoon","Kemco","Strategy",2002,7.6
"Medal of Honor: Allied Assault","Electronic Arts","Shooter",2002,9.3
"Medal of Honor: Frontline","Electronic Arts","Shooter",2002,9
"Medieval: Total War","Activision","Strategy",2002,9
"Metal Gear Solid 2: Substance","Konami","Action",2002,8.7
"Metroid Fusion","Nintendo","Adventure",2002,9
"Metroid Prime","Nintendo","Shooter",2002,9.55
"MetropolisMania","Natsume","Strategy",2002,6.8
"Might and Magic IX","3DO","Role-Playing",2002,5.5
"Mister Mosquito","Eidos Interactive","Shooter",2002,6.6
"Monopoly Party","Infogrames","Misc",2002,7.3
"Monsters, Inc. Scream Arena","THQ","Platform",2002,3.8
"Mortal Kombat: Deadly Alliance","Midway Games","Action",2002,8.6
"Mortal Kombat: Deadly Alliance","Midway Games","Fighting",2002,8.2
"MotoGP","THQ","Racing",2002,2.7
"Muppet Pinball Mayhem","NewKidCo","Misc",2002,7.9
"Mystic Heroes","KOEI","Action",2002,6.8
"NASCAR Thunder 2003","EA Sports","Racing",2002,8.8
"NBA Courtside 2002","Nintendo","Sports",2002,7.6
"NBA Live 2003","EA Sports","Sports",2002,8.4
"NCAA Football 2003","EA Sports","Sports",2002,9.2
"Need for Speed: Hot Pursuit 2","Electronic Arts","Racing",2002,8.7
"Neverwinter Nights","Atari","Role-Playing",2002,8.7
"NFL 2K3","Sega","Sports",2002,9
"NFL Blitz 20-03","Midway Games","Sports",2002,7.8
"NHL 2K2","Sega","Sports",2002,8.1
"No One Lives Forever 2: A Spy in H.A.R.M.'s Way","Sierra Entertainment","Shooter",2002,8.8
"Onimusha 2: Samurai's Destiny","Capcom","Adventure",2002,8.5
"Pac-Man Fever","Namco","Misc",2002,5.1
"Pac-Man World 2","Namco","Platform",2002,7.5
"Phantasy Star Collection","THQ","Role-Playing",2002,7.9
"Phantasy Star Online Episode I & II","Sega","Role-Playing",2002,8.2
"Pryzm Chapter One: The Dark Unicorn","TDK Mediactive","Adventure",2002,6.3
"Rayman Arena","Ubisoft","Racing",2002,6.7
"Red Faction II","THQ","Shooter",2002,8.6
"Resident Evil Gaiden","Capcom","Action",2002,5.4
"Resident Evil Zero","Capcom","Action",2002,8.2
"Resident Evil: Survivor 2 - Code: Veronica","Capcom","Shooter",2002,4.2
"Rez","Sega","Shooter",2002,9
"Robotech: Battlecry","TDK Mediactive","Shooter",2002,7.2
"Rocky","Ubisoft","Fighting",2002,7
"RollerCoaster Tycoon 2","Atari","Strategy",2002,7.3
"Seek and Destroy","Conspiracy Entertainment","Racing",2002,5.6
"Shantae","Capcom","Platform",2002,8.4
"Sheep","Capcom","Strategy",2002,7.3
"Shenmue II","Microsoft","Adventure",2002,7.9
"Shrek Extra Large","TDK Mediactive","Platform",2002,3
"Shrek Super Party","TDK Mediactive","Misc",2002,4.9
"Smashing Drive","Namco","Racing",2002,4.7
"SOCOM: U.S. Navy SEALs","Sony Computer Entertainment","Shooter",2002,8
"Sonic Adventure 2 Battle","Sega","Platform",2002,6.8
"Sonic Mega Collection","Sega","Misc",2002,7.5
"Space Rangers","1C Company","Simulation",2002,9
"Spider-Man: The Movie","Activision","Action",2002,8.2
"Spider-Man: The Movie","Activision","Platform",2002,7.9
"Spyro: Enter the Dragonfly","VU Games","Platform",2002,5
"Star Fox Adventures","Nintendo","Adventure",2002,8.1
"Star Wars Jedi Knight II: Jedi Outcast","LucasArts","Shooter",2002,9
"Star Wars Racer Revenge","LucasArts","Racing",2002,7.8
"Star Wars: Clone Wars","LucasArts","Shooter",2002,7.3
"State of Emergency","Rockstar Games","Action",2002,8
"Steel Battalion","Capcom","Simulation",2002,7.7
"Suikoden III","Konami","Role-Playing",2002,8.6
"Super Bubble Pop","Jaleco","Puzzle",2002,4.6
"Super Mario Sunshine","Nintendo","Platform",2002,9.2
"Super Mario World: Super Mario Advance 2","Nintendo","Platform",2002,9.4
"Syberia","The Adventure Company","Adventure",2002,8
"Tactics Ogre: The Knight of Lodis","Atlus","Role-Playing",2002,8.5
"Taz Wanted","Atari","Platform",2002,5.8
"Tekken 4","Namco","Fighting",2002,7.9
"Tekken Advance","Namco","Fighting",2002,8.3
"The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron","THQ","Action",2002,6
"The Elder Scrolls III: Morrowind","Bethesda Softworks","Role-Playing",2002,8.7
"The Elder Scrolls III: Tribunal","Bethesda Softworks","Role-Playing",2002,7.7
"The House of The Dead III","Sega","Shooter",2002,6.8
"The Invincible Iron Man","Activision","Action",2002,6.4
"The King of Fighters EX: Neo Blood","Sammy Corporation","Fighting",2002,8.3
"The Lord of the Rings: The Two Towers","Electronic Arts","Action",2002,8.3
"The Operative: No One Lives Forever","Sierra Entertainment","Shooter",2002,6.8
"The Powerpuff Girls: Relish Rampage","BAM! Entertainment","Action",2002,3.8
"The Scorpion King: Rise of the Akkadian","Universal Interactive","Action",2002,5.2
"The Sims: Unleashed","Electronic Arts","Simulation",2002,7.3
"The Sum of All Fears","Ubisoft","Shooter",2002,3.2
"TimeSplitters 2","Eidos Interactive","Shooter",2002,9.1
"Tom Clancy's Splinter Cell","Ubisoft","Action",2002,9.2
"Tony Hawk's Pro Skater 4","Activision","Sports",2002,9.6
"Trailer Park Tycoon","Jaleco","Strategy",2002,4.5
"Trainz","Strategy First","Simulation",2002,8.4
"Tropico: Paradise Island","Take-Two Interactive","Strategy",2002,8.2
"Turok: Evolution","Acclaim Entertainment","Shooter",2002,7.4
"Ty the Tasmanian Tiger","Electronic Arts","Platform",2002,7.1
"Ultimate Fighting Championship: Throwdown","Crave Entertainment","Fighting",2002,6.7
"Unreal Tournament 2003","Atari","Shooter",2002,9
"Virtua Fighter 4","Sega","Fighting",2002,9.3
"Virtua Striker 2002","Sega","Sports",2002,6.6
"Warcraft III: Reign of Chaos","Blizzard Entertainment","Strategy",2002,9.3
"What Remains of Edith Finch","Unknown","Adventure",2002,8.9
"Wild ARMs 3","Sony Computer Entertainment","Role-Playing",2002,7.6
"Wreckless: ThE YaKuza MisSiOns","Activision","Racing",2002,6.4
"WWF Raw (2002)","THQ","Fighting",2002,6.5
"X-Men: Next Dimension","Activision","Fighting",2002,7
"Yu-Gi-Oh! Dark Duel Stories","Konami","Misc",2002,6.2
"Yu-Gi-Oh! Forbidden Memories","Konami","Role-Playing",2002,7
"Yu-Gi-Oh! Forbidden Memories (JP sales)","Konami","Role-Playing",2002,6.3
"Zapper: One Wicked Cricket!","Infogrames","Platform",2002,6.6
"Zoo Tycoon: Dinosaur Digs","Microsoft","Strategy",2002,6.7
"Zoo Tycoon: Marine Mania","Microsoft Game Studios","Strategy",2002,6.1
"ZooCube","Acclaim Entertainment","Puzzle",2002,8.6
"18 Wheeler: American Pro Trucker","Acclaim Entertainment","Racing",2001,6
"18 Wheeler: American Pro Trucker","Sega","Racing",2001,7.4
"Ace Combat 04: Shattered Skies","Namco","Simulation",2001,8.9
"Advance Wars","Nintendo","Strategy",2001,9.4
"Aidyn Chronicles: The First Mage","THQ","Role-Playing",2001,6
"Alien Front Online","Sega","Shooter",2001,7.8
"Alienators: Evolution Continues","Activision","Action",2001,7
"Aliens versus Predator 2","Fox Interactive","Shooter",2001,8.2
"All-Star Baseball 2002","Acclaim Entertainment","Sports",2001,6.5
"Alone in the Dark: The New Nightmare","Infogrames","Adventure",2001,7.4
"American Bass Challenge","Ubisoft","Sports",2001,6.7
"Animal Crossing","Nintendo","Simulation",2001,8.3
"AquaNox","Fishtank Interactive","Simulation",2001,6.4
"Army Men Advance","3DO","Action",2001,6.1
"Army Men: Operation Green","3DO","Action",2001,6.2
"Atari Anniversary Edition","Atari","Misc",2001,7.2
"ATV Offroad Fury","Sony Computer Entertainment","Racing",2001,8.4
"BackTrack","Telegames","Shooter",2001,5.2
"Baldur's Gate II: Throne of Bhaal","Interplay","Role-Playing",2001,8.9
"Bangai-O","Conspiracy Entertainment","Shooter",2001,8.7
"Batman: Vengeance","Ubisoft","Action",2001,6.2
"Batman: Vengeance","Ubisoft","Adventure",2001,7.1
"Battle Realms","Ubisoft","Strategy",2001,8.7
"Black & White","Electronic Arts","Strategy",2001,9.3
"Blaster Master: Blasting Again","Crave Entertainment","Shooter",2001,7.7
"Bomberman Online","Sega","Puzzle",2001,8.4
"Bomberman Tournament","Activision","Puzzle",2001,8.8
"Bowling","Agetec","Sports",2001,2.3
"Boxing","Agetec","Fighting",2001,5.9
"Boxing Fever","Majesco","Sports",2001,7.2
"Breath of Fire","Capcom","Role-Playing",2001,7.8
"Burnout","Acclaim Entertainment","Racing",2001,7.7
"Capcom vs. SNK 2: Mark of the Millennium 2001","Capcom","Fighting",2001,7.9
"Capcom vs. SNK: Millennium Fight 2000 Pro","Capcom","Fighting",2001,6.9
"Castlevania Chronicles","Konami","Platform",2001,7.2
"Castlevania: Circle of the Moon","Konami","Platform",2001,8.9
"Cel Damage","Electronic Arts","Racing",2001,6
"Championship Motocross 2001 featuring Ricky Carmichael","THQ","Racing",2001,6.8
"Charge 'N Blast","Xicat Interactive","Shooter",2001,6.4
"Chronicles of Pern: Dragon Riders","Ubisoft","Role-Playing",2001,4.9
"ChuChu Rocket!","Sega","Puzzle",2001,8.1
"Command & Conquer Red Alert 2: Yuri's Revenge","Electronic Arts","Strategy",2001,9.2
"Confidential Mission","Sega","Shooter",2001,6.8
"Conflict Zone","Ubisoft","Strategy",2001,5.3
"Conker's Bad Fur Day","Rare","Platform",2001,9.2
"Crash Bandicoot: The Wrath of Cortex","Universal Interactive","Platform",2001,6.9
"Crazy Taxi","Acclaim Entertainment","Racing",2001,8.2
"Crazy Taxi 2","Sega","Racing",2001,8.3
"Cruis'n Velocity","Midway Games","Racing",2001,5.3
"Dark Age of Camelot","Mythic Entertainment","Role-Playing",2001,8.7
"Dark Angel: Vampire Apocalypse","Metro 3D","Role-Playing",2001,4.6
"Dark Cloud","Sony Computer Entertainment","Role-Playing",2001,8.2
"Darkstone","Take-Two Interactive","Role-Playing",2001,6.7
"Dave Mirra Freestyle BMX 2","Acclaim Entertainment","Sports",2001,8
"Dead or Alive 3","Tecmo","Fighting",2001,8.3
"Death Crimson OX","Sammy Corporation","Shooter",2001,5.1
"Denki Blocks!","Majesco","Puzzle",2001,8
"Devil May Cry","Capcom","Action",2001,9.2
"Dexter's Laboratory Deesaster Strikes","BAM! Entertainment","Adventure",2001,6.5
"Disney's Atlantis: The Lost Empire","THQ","Platform",2001,6
"Disney's Donald Duck Advance","Ubisoft","Platform",2001,6.5
"Dokapon: Monster Hunter","AIA","Role-Playing",2001,6.4
"Doom","Activision","Shooter",2001,8.3
"Dr. Mario 64","Nintendo","Puzzle",2001,6
"Dragon Quest VII","Enix","Role-Playing",2001,8
"Driven","BAM! Entertainment","Racing",2001,6.8
"Ducati World Racing Challenge","Acclaim Entertainment","Racing",2001,2.4
"E.T. The Extra-Terrestrial","NewKidCo","Action",2001,3.5
"Earthworm Jim","Majesco","Platform",2001,7.2
"Ecks vs. Sever","BAM! Entertainment","Shooter",2001,7.6
"Empire Earth","Sierra Entertainment","Strategy",2001,8
"Ephemeral Fantasia","Konami","Role-Playing",2001,5.7
"ESPN Final Round Golf 2002","Konami","Sports",2001,6
"ESPN Great Outdoor Games Bass 2002","Konami","Sports",2001,5.5
"ESPN X Games Skateboarding","Konami","Sports",2001,5.7
"ExcaliBug","Dinamic Multimedia","Role-Playing",2001,4.5
"F-14 Tomcat","Majesco","Action",2001,6.9
"F-Zero: Maximum Velocity","Nintendo","Racing",2001,8.7
"Fatal Fury: Mark of the Wolves","Agetec","Fighting",2001,8.8
"Final Fantasy Chronicles","Square","Role-Playing",2001,9.2
"Final Fantasy X","Square","Role-Playing",2001,9.5
"Final Fight One","Capcom","Fighting",2001,8.2
"Fire ProWrestling","BAM! Entertainment","Fighting",2001,8
"Floigan Bros. Episode 1","Sega","Action",2001,6.9
"Formula One 2001","Sony Computer Entertainment","Racing",2001,7
"Fortress","Majesco","Action",2001,6.6
"Frogger: The Great Quest","Konami","Platform",2001,3
"Frogger's Adventures: Temple of the Frog","Konami","Adventure",2001,6.7
"Gadget Racers","Conspiracy Entertainment","Racing",2001,7
"Gauntlet: Dark Legacy","Midway Games","Action",2001,3.1
"Giga Wing 2","Capcom","Shooter",2001,7.5
"Golden Sun","Nintendo","Role-Playing",2001,9.1
"Golf Resort Tycoon","Activision","Strategy",2001,6.2
"Gothic","Xicat Interactive","Role-Playing",2001,8.1
"Gradius Galaxies","Konami","Shooter",2001,7.8
"Gran Turismo 3: A-Spec","Sony Computer Entertainment","Racing",2001,9.3
"Grand Theft Auto III","Rockstar Games","Action",2001,9.5
"GT Advance Championship Racing","THQ","Racing",2001,7.5
"Half-Life: Blue Shift","Sierra Entertainment","Shooter",2001,6.7
"Halo: Combat Evolved","Microsoft","Shooter",2001,9.5
"Harry Potter and the Sorcerer's Stone","Electronic Arts","Action",2001,8
"Harvest Moon: Save the Homeland","Natsume","Simulation",2001,7.8
"Heavy Metal: Geomatrix","Capcom","Action",2001,6.9
"Heroes of Might and Magic: Quest for the Dragon Bone Staff","3DO","Role-Playing",2001,6.5
"High Heat Major League Baseball 2002","3DO","Sports",2001,6
"Hot Potato!","BAM! Entertainment","Action",2001,7.7
"Hot Wheels: Burnin' Rubber","THQ","Racing",2001,8
"ICO","Sony Computer Entertainment","Adventure",2001,8.8
"Illbleed","AIA","Adventure",2001,6.3
"Inspector Gadget: Advance Mission","DreamCatcher Interactive","Platform",2001,6.5
"Iridion 3D","Majesco","Shooter",2001,5.6
"Iron Aces","Xicat Interactive","Action",2001,6.2
"Jackie Chan Adventures: Legend of the Dark Hand","Activision","Action",2001,7.8
"Jak and Daxter: The Precursor Legacy","Sony Computer Entertainment","Platform",2001,8.95
"James Bond 007: Agent Under Fire","Electronic Arts","Shooter",2001,7.5
"Jeremy McGrath Supercross World","Acclaim Entertainment","Racing",2001,2.7
"Jurassic Park III: Island Attack","Konami","Adventure",2001,4.9
"Jurassic Park III: The DNA Factor","Konami","Platform",2001,4
"Kabuki Warriors","Crave Entertainment","Action",2001,1
"Kao the Kangaroo","Titus","Platform",2001,6.6
"Klonoa 2: Lunatea's Veil","Namco","Platform",2001,9.4
"Klonoa: Empire of Dreams","Namco","Platform",2001,8.6
"Konami Krazy Racers","Konami","Racing",2001,7.7
"KuruKuru Kururin","Nintendo","Puzzle",2001,7.2
"LEGO Bionicle","LEGO Media","Platform",2001,6.4
"Luigi's Mansion","Nintendo","Action",2001,7.9
"Macross M3","Shoeisha","Action",2001,4
"Madden NFL 2002","EA Sports","Sports",2001,8.6
"Mario Kart: Super Circuit","Nintendo","Racing",2001,9.3
"Mario Party 3","Nintendo","Misc",2001,7
"Mars Matrix","Capcom","Shooter",2001,7.9
"Mat Hoffman's Pro BMX","Activision","Sports",2001,7.7
"Max Payne","Gathering of Developers","Shooter",2001,9.2
"Max Payne","Rockstar Games","Shooter",2001,8.6
"Max Steel","Mattel Interactive","Adventure",2001,3.9
"Metal Gear Solid 2: Sons of Liberty","Konami","Action",2001,8.25
"Midway's Greatest Arcade Hits Volume 2","Midway Games","Misc",2001,7
"MSR: Metropolis Street Racer","Sega","Racing",2001,8.6
"MX 2002 Featuring Ricky Carmichael","THQ","Racing",2001,8
"NBA 2K2","Sega","Sports",2001,9.6
"NBA Hoopz","Midway Games","Sports",2001,6.6
"NCAA College Football 2K2","Sega","Sports",2001,8.1
"NFL 2K2","Sega","Sports",2001,9.3
"Onimusha: Warlords","Capcom","Action",2001,8
"Ooga Booga","Sega","Action",2001,7.8
"OutTrigger: International Counter Terrorism Special Force","Sega","Shooter",2001,7.6
"Paper Mario","Nintendo","Role-Playing",2001,9.1
"Phantasy Star Online","Sega","Role-Playing",2001,8.9
"Phantasy Star Online Ver. 2","Sega","Role-Playing",2001,8.3
"Pikmin","Nintendo","Strategy",2001,8.1
"Pokemon Crystal Version","Nintendo","Role-Playing",2001,8.7
"Pokemon Stadium 2","Nintendo","Strategy",2001,7.9
"Political Tycoon","TalonSoft","Strategy",2001,5.4
"Portal Runner","3DO","Platform",2001,6.7
"Project Gotham Racing","Microsoft","Racing",2001,8.4
"Project Justice","Capcom","Fighting",2001,7.9
"Rayman 2: Revolution","Ubisoft","Platform",2001,8.7
"Rayman Advance","Ubisoft","Platform",2001,8.4
"Record of Lodoss War","Conspiracy Entertainment","Role-Playing",2001,7.8
"Red Faction","THQ","Shooter",2001,9.1
"Reel Fishing Wild","Natsume","Sports",2001,5.9
"Resident Evil - Code: Veronica X","Capcom","Action",2001,8.4
